Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691297
,EXR.D.ARS.EUR.SP00.A,EXR.D.DZD.EUR.SP00.A,EXR.D.MAD.EUR.SP00.A,EXR.D.TWD.EUR.SP00.A
2014-04-09,11.03630,108.6029,11.2610,41.438
2014-04-08,11.01990,108.5760,11.2555,41.496
2014-04-07,10.98250,108.3471,11.2485,41.474
2014-04-04,10.96440,108.2204,11.2194,41.489
2014-04-03,11.01400,108.4005,11.2555,41.666
2014-04-02,11.03770,108.4735,11.2585,41.772
2014-04-01,11.03340,108.3847,11.2580,41.885
2014-03-31,11.03480,108.1223,11.2446,42.011
2014-03-28,11.01340,108.1773,11.2535,41.929
2014-03-27,11.00980,107.6974,11.2279,42.065
2014-03-26,11.04000,107.9202,11.2580,42.097
2014-03-25,10.98360,107.6957,11.2430,42.118
2014-03-24,10.97210,107.5536,11.2563,42.088
2014-03-21,10.95610,107.8023,11.2565,42.183
2014-03-20,10.94490,107.7287,11.2535,42.204
2014-03-19,11.05490,107.7003,11.2675,42.350
2014-03-18,11.00450,107.4729,11.2763,42.370
2014-03-17,10.99960,107.4462,11.2770,42.174
2014-03-14,10.93710,107.1727,11.2715,42.127
2014-03-13,10.98320,107.6331,11.2540,42.275
2014-03-12,10.91770,107.2619,11.2457,42.122
2014-03-11,10.88750,107.2230,11.2407,41.974
2014-03-10,10.91190,107.2684,11.2549,42.077
2014-03-07,10.95540,107.3060,11.2725,41.985
2014-03-06,10.83770,106.7903,11.2375,41.611
2014-03-05,10.82770,106.6761,11.2350,41.580
2014-03-04,10.85630,106.8670,11.2287,41.709
2014-03-03,10.85680,106.8559,11.2545,41.727
2014-02-28,10.89220,107.0419,11.2615,41.870
2014-02-27,10.75680,106.3693,11.2365,41.416
2014-02-26,10.79960,106.6201,11.2490,41.579
2014-02-25,10.80170,106.6832,11.2530,41.745
2014-02-24,10.77260,106.6824,11.2495,41.673
2014-02-21,10.71270,106.5800,11.2460,41.595
2014-02-20,10.66440,106.4625,11.2465,41.657
2014-02-19,10.66680,106.8729,11.2515,41.653
2014-02-18,10.65280,106.8093,11.2615,41.595
2014-02-17,10.69890,106.6662,11.2191,41.438
2014-02-14,10.70560,106.6025,11.2455,41.469
2014-02-13,10.68130,106.6814,11.2415,41.478
2014-02-12,10.61480,106.2874,11.2265,41.067
2014-02-11,10.68440,106.8738,11.2415,41.433
2014-02-10,10.69390,106.8358,11.2194,41.359
2014-02-07,10.69360,106.4157,11.2012,41.153
2014-02-06,10.65500,105.9893,11.1898,40.905
2014-02-05,10.84520,106.3169,11.2242,41.064
2014-02-04,10.83300,106.1224,11.2215,40.984
2014-02-03,10.82380,105.8934,11.1991,40.937
2014-01-31,10.82020,105.6845,11.2203,41.002
2014-01-30,10.86000,105.6732,11.2245,41.172
2014-01-29,10.90780,106.0584,11.2292,41.270
2014-01-28,10.90660,106.4316,11.2400,41.403
2014-01-27,10.91380,106.3491,11.2370,41.436
2014-01-24,10.88120,106.6480,11.2460,41.418
2014-01-23,9.45520,106.5275,11.2384,41.177
2014-01-22,9.33950,106.2826,11.2001,41.073
2014-01-21,9.23220,106.1965,11.2222,40.925
2014-01-20,9.21880,106.2393,11.2262,40.861
2014-01-17,9.19910,106.3867,11.2310,40.896
2014-01-16,9.12090,106.6576,11.2335,40.928
2014-01-15,9.12720,106.6016,11.2338,40.949
2014-01-14,9.14870,107.0267,11.2428,41.060
2014-01-13,9.09190,106.9903,11.2410,40.982
2014-01-10,9.00210,106.6066,11.2312,40.859
2014-01-09,8.99000,106.5860,11.2330,40.913
2014-01-08,8.97070,106.8067,11.2310,40.943
2014-01-07,8.99560,106.9434,11.2375,41.070
2014-01-06,8.91680,106.4929,11.2329,41.105
2014-01-03,8.92280,106.9698,11.2365,40.812
2014-01-02,8.90570,107.1559,11.2395,40.911
2013-12-31,8.99000,107.9370,11.2590,41.123
2013-12-30,8.94590,107.7710,11.2580,41.382
2013-12-27,8.93970,107.3629,11.2620,41.418
2013-12-24,8.81420,107.5187,11.2425,41.095
2013-12-23,8.80280,107.4205,11.2471,41.038
2013-12-20,8.73440,107.0567,11.2385,40.894
2013-12-19,8.71540,107.4380,11.2400,40.856
2013-12-18,8.70590,107.6196,11.2465,40.829
2013-12-17,8.68180,107.7028,11.2525,40.752
2013-12-16,8.66440,107.7364,11.2586,40.825
2013-12-13,8.62190,107.4771,11.2495,40.665
2013-12-12,8.64660,107.9074,11.2570,40.811
2013-12-11,8.62250,108.6251,11.2559,40.677
2013-12-10,8.59130,108.6824,11.2532,40.640
2013-12-09,8.56250,108.7718,11.2491,40.539
2013-12-06,8.50670,108.4474,11.2405,40.449
2013-12-05,8.42350,108.2753,11.2305,40.278
2013-12-04,8.39820,108.6570,11.2305,40.220
2013-12-03,8.36000,108.3764,11.2283,40.164
2013-12-02,8.31180,108.3042,11.2220,40.046
2013-11-29,8.33330,108.6012,11.2064,40.302
2013-11-28,8.30200,108.6413,11.2320,40.294
2013-11-27,8.28510,108.5420,11.2295,40.307
2013-11-26,8.23730,108.1274,11.2250,40.120
2013-11-25,8.21760,107.9087,11.2175,40.020
2013-11-22,8.18950,108.1132,11.2064,40.014
2013-11-21,8.14320,107.9528,11.2115,39.808
2013-11-20,8.17030,108.2936,11.2208,39.885
2013-11-19,8.10630,108.1411,11.2171,39.755
2013-11-18,8.10280,108.1753,11.2206,39.818
2013-11-15,8.06590,107.8682,11.1997,39.825
2013-11-14,8.03300,108.0645,11.2055,39.779
2013-11-13,8.01710,107.9993,11.1772,39.715
2013-11-12,8.02230,107.9719,11.2055,39.738
2013-11-11,7.98780,107.8627,11.1895,39.586
2013-11-08,7.98200,108.1394,11.2059,39.565
2013-11-07,7.95950,108.0900,11.1969,39.362
2013-11-06,8.04730,109.4898,11.2080,39.768
2013-11-05,8.02390,109.1065,11.2171,39.657
2013-11-04,8.01580,109.8128,11.2145,39.706
2013-11-01,7.97900,109.9040,11.2063,39.717
2013-10-31,8.06180,110.9795,11.2365,40.114
2013-10-30,8.11200,111.4404,11.2510,40.430
2013-10-29,8.11110,111.5523,11.2434,40.523
2013-10-28,8.10910,112.0196,11.2457,40.541
2013-10-25,8.08540,112.5162,11.2560,40.506
2013-10-24,8.09490,112.3699,11.2595,40.560
2013-10-23,8.04600,112.1624,11.2397,40.453
2013-10-22,8.00040,111.1468,11.2425,40.176
2013-10-21,7.99660,111.0582,11.2405,40.189
2013-10-18,8.00580,111.3833,11.2454,40.198
2013-10-17,7.97970,110.8797,11.2218,40.162
2013-10-16,7.91770,110.3545,11.2152,39.902
2013-10-15,7.86980,110.1943,11.2145,39.622
2013-10-14,7.91120,110.6855,11.2278,39.835
2013-10-11,7.90650,110.5924,11.2255,39.773
2013-10-10,7.87700,110.1116,11.2215,39.758
2013-10-09,7.86680,109.9691,11.2056,39.751
2013-10-08,7.89890,110.4057,11.2149,39.892
2013-10-07,7.88870,110.5575,11.2188,39.865
2013-10-04,7.90150,110.5097,11.2304,39.893
2013-10-03,7.88250,110.5828,11.2290,39.917
2013-10-02,7.83670,110.3857,11.2170,39.816
2013-10-01,7.84890,110.6312,11.2248,40.009
2013-09-30,7.82280,110.2008,11.2174,39.943
2013-09-27,7.82550,110.7345,11.2215,40.007
2013-09-26,7.79030,109.8861,11.2006,39.895
2013-09-25,7.79610,110.0367,11.2110,39.950
2013-09-24,7.77500,110.1660,11.2115,39.875
2013-09-23,7.77820,110.1463,11.2177,39.959
2013-09-20,7.77900,110.0679,11.2020,39.973
2013-09-19,7.79010,109.8682,11.2118,39.902
2013-09-18,7.66570,109.4130,11.1935,39.576
2013-09-17,7.65470,109.3923,11.2030,39.571
2013-09-16,7.64860,109.3006,11.1945,39.539
2013-09-13,7.60580,109.0030,11.1845,39.488
2013-09-12,7.60290,108.9693,11.1871,39.443
2013-09-11,7.57710,108.8573,11.1815,39.398
2013-09-10,7.55100,108.7246,11.1653,39.322
2013-09-09,7.52190,108.0708,11.1719,39.135
2013-09-06,7.47670,107.5077,11.1575,39.047
2013-09-05,7.52680,108.0320,11.1765,39.352
2013-09-04,7.49540,107.7387,11.1550,39.136
2013-09-03,7.47310,107.7494,11.1665,39.247
2013-09-02,7.49040,107.7469,11.1574,39.271
2013-08-30,7.49230,107.8543,11.1755,39.597
2013-08-29,7.49430,107.6787,11.1683,39.745
2013-08-28,7.53240,108.3897,11.1925,40.019
2013-08-27,7.51060,108.0318,11.1915,40.024
2013-08-26,7.51360,108.4264,11.1837,40.051
2013-08-23,7.49720,107.8878,11.1823,39.973
2013-08-22,7.46220,108.1161,11.1775,39.904
2013-08-21,7.48940,108.0896,11.1900,40.088
2013-08-20,7.48720,108.0485,11.1898,40.122
2013-08-19,7.46060,107.4570,11.1823,40.028
2013-08-16,7.44150,107.3603,11.1801,39.870
2013-08-15,7.40080,106.2583,11.1749,39.841
2013-08-14,7.36550,105.9905,11.1653,39.709
2013-08-13,7.37730,106.7267,11.1650,39.821
2013-08-12,7.35910,106.6685,11.1630,39.800
2013-08-09,7.40700,108.0806,11.1770,39.979
2013-08-08,7.38540,107.0938,11.1695,39.940
2013-08-07,7.35270,106.4738,11.1783,39.851
2013-08-06,7.33260,105.4923,11.1880,39.775
2013-08-05,7.31060,104.9040,11.1707,39.685
2013-08-02,7.27220,105.1703,11.1739,39.664
2013-08-01,7.28810,105.1351,11.1755,39.741
2013-07-31,7.29860,105.5187,11.1682,39.847
2013-07-30,7.29420,105.3765,11.1830,39.830
2013-07-29,7.27260,105.8154,11.1685,39.732
2013-07-26,7.26450,105.0761,11.1666,39.654
2013-07-25,7.20900,104.6804,11.1705,39.533
2013-07-24,7.23260,105.1313,11.1652,39.630
2013-07-23,7.19690,105.0675,11.1549,39.472
2013-07-22,7.19130,103.9785,11.1650,39.342
2013-07-19,7.15040,103.5818,11.1580,39.279
2013-07-18,7.12060,104.7923,11.1535,39.173
2013-07-17,7.13740,103.9798,11.1605,39.164
2013-07-16,7.12110,103.3521,11.1324,39.097
2013-07-15,7.05840,102.0994,11.1415,38.881
2013-07-12,7.05900,103.0658,11.1183,38.960
2013-07-11,7.06180,102.9880,11.1351,38.974
2013-07-10,6.92860,101.9889,11.0844,38.466
2013-07-09,6.95280,102.5886,11.0910,38.708
2013-07-08,6.94220,103.2460,11.1024,38.672
2013-07-05,6.95140,102.7557,11.1067,38.670
2013-07-04,7.00590,103.8116,11.1244,38.993
2013-07-03,6.98550,104.2224,11.1320,38.930
2013-07-02,7.01720,104.3802,11.1164,39.057
2013-07-01,7.02370,104.3914,11.1455,39.124
2013-06-28,7.03150,104.8362,11.1510,39.379
2013-06-27,6.99750,104.1932,11.1306,39.117
2013-06-26,6.98250,104.1269,11.1410,39.263
2013-06-25,7.04110,104.0108,11.1570,39.454
2013-06-24,6.99840,104.0088,11.1279,39.501
2013-06-21,7.04870,104.5190,11.1533,39.680
2013-06-20,7.05960,104.4252,11.1672,39.778
2013-06-19,7.15610,104.9442,11.1884,39.968
2013-06-18,7.13850,104.7876,11.1710,39.967
2013-06-17,7.10930,104.5689,11.1885,39.801
2013-06-14,7.08550,104.4068,11.1703,39.860
2013-06-13,7.08160,104.9180,11.1726,39.776
2013-06-12,7.05080,104.7489,11.1664,39.654
2013-06-11,7.03930,104.8164,11.1651,39.641
2013-06-10,7.00080,104.4308,11.1566,39.547
2013-06-07,7.02950,104.2103,11.1663,39.420
2013-06-06,6.93940,103.4748,11.1450,39.127
2013-06-05,6.91510,103.7443,11.1475,38.941
2013-06-04,6.91850,103.8719,11.1384,39.159
2013-06-03,6.87410,102.9940,11.1380,39.101
2013-05-31,6.86720,103.0465,11.1410,38.997
2013-05-30,6.82930,102.6029,11.1062,38.827
2013-05-29,6.82640,103.2186,11.1323,38.837
2013-05-28,6.81350,103.0236,11.1034,38.852
2013-05-27,6.81110,102.6200,11.1049,38.705
2013-05-24,6.80720,103.1401,11.1130,38.676
2013-05-23,6.77460,102.3534,11.1185,38.575
2013-05-22,6.77940,102.8467,11.1017,38.622
2013-05-21,6.74630,102.7632,11.0930,38.462
2013-05-20,6.72980,102.1188,11.0908,38.482
2013-05-17,6.73210,102.7668,11.1064,38.541
2013-05-16,6.74530,102.4126,11.0965,38.670
2013-05-15,6.73530,101.9778,11.1052,38.591
2013-05-14,6.79110,102.6240,11.1227,38.740
2013-05-13,6.78000,102.3699,11.1103,38.745
2013-05-10,6.77780,102.5857,11.1340,38.552
2013-05-09,6.85160,103.2355,11.1362,38.633
2013-05-08,6.84140,103.3527,11.1489,38.533
2013-05-07,6.82000,103.1248,11.1311,38.704
2013-05-06,6.81370,103.0640,11.1397,38.742
2013-05-03,6.80420,103.1835,11.1405,38.730
2013-05-02,6.84420,103.9383,11.1529,38.972
2013-04-30,6.77230,102.9851,11.1247,38.639
2013-04-29,6.78470,103.5482,11.1316,38.641
2013-04-26,6.72460,102.2616,11.1385,38.505
2013-04-25,6.76630,103.4064,11.1361,38.769
2013-04-24,6.72540,102.5393,11.1241,38.728
2013-04-23,6.70740,102.6094,11.1430,38.723
2013-04-22,6.73170,103.2066,11.1279,38.882
2013-04-19,6.76570,103.1268,11.1572,39.071
2013-04-18,6.72210,102.5869,11.1520,38.963
2013-04-17,6.76560,103.0852,11.1341,39.232
2013-04-16,6.76540,103.6600,11.1343,39.192
2013-04-15,6.73120,103.0019,11.1267,39.105
2013-04-12,6.71070,103.2433,11.1530,39.085
2013-04-11,6.74280,103.5909,11.1432,39.266
2013-04-10,6.72200,102.6918,11.1580,39.195
2013-04-09,6.69730,102.8390,11.1510,39.147
2013-04-08,6.68840,102.7343,11.1180,39.140
2013-04-05,6.64440,102.4151,11.1049,38.770
2013-04-04,6.57790,101.6211,11.1070,38.433
2013-04-03,6.56860,101.7196,11.0981,38.287
2013-04-02,6.57470,101.7033,11.0953,38.374
2013-03-28,6.55720,101.4481,11.0822,38.259
2013-03-27,6.54040,101.3884,11.0840,38.216
2013-03-26,6.58230,101.8194,11.0982,38.382
2013-03-25,6.60820,102.6159,11.1125,38.589
2013-03-22,6.60110,102.2675,11.1355,38.675
2013-03-21,6.57870,102.4796,11.1116,38.479
2013-03-20,6.59710,102.4294,11.1270,38.500
2013-03-19,6.59690,102.3204,11.1059,38.502
2013-03-18,6.58060,102.1598,11.1077,38.465
2013-03-15,6.65530,103.3951,11.1346,38.863
2013-03-14,6.57520,102.3233,11.1098,38.467
2013-03-13,6.59270,102.4720,11.1161,38.533
2013-03-12,6.62280,103.0104,11.1445,38.690
2013-03-11,6.58280,102.9710,11.1350,38.565
2013-03-08,6.62620,102.9625,11.1342,38.824
2013-03-07,6.58570,103.0268,11.1156,38.585
2013-03-06,6.59410,102.4616,11.1480,38.625
2013-03-05,6.59000,103.1185,11.1322,38.649
2013-03-04,6.56290,102.3318,11.1150,38.616
2013-03-01,6.56180,102.9594,11.1146,38.550
2013-02-28,6.61960,102.9042,11.1338,38.903
2013-02-27,6.59600,102.7052,11.1295,38.843
2013-02-26,6.58750,102.8054,11.1485,38.811
2013-02-25,6.68930,103.9250,11.1611,39.402
2013-02-22,6.63120,103.4355,11.1425,39.056
2013-02-21,6.62150,103.5956,11.1650,39.132
2013-02-20,6.71440,104.8142,11.1708,39.512
2013-02-19,6.69290,103.9902,11.1672,39.421
2013-02-18,6.69100,104.7163,11.1791,39.622
2013-02-15,6.67120,104.0732,11.1641,39.440
2013-02-14,6.66850,104.2601,11.1940,39.528
2013-02-13,6.73390,104.5279,11.2170,40.052
2013-02-12,6.71340,104.5849,11.1811,40.021
2013-02-11,6.69010,104.2087,11.1869,39.849
2013-02-08,6.67960,104.7720,11.1724,39.778
2013-02-07,6.75400,104.8798,11.2122,40.078
2013-02-06,6.73590,105.2010,11.2043,39.990
2013-02-05,6.74580,105.2101,11.2103,40.004
2013-02-04,6.75300,104.9226,11.2088,40.072
2013-02-01,6.79200,105.7855,11.1815,40.443
2013-01-31,6.74520,104.9235,11.2260,40.066
2013-01-30,6.74000,105.0240,11.2088,39.984
2013-01-29,6.67750,104.7364,11.2085,39.685
2013-01-28,6.67090,104.7782,11.1946,39.657
2013-01-25,6.68770,105.2872,11.1854,39.375
2013-01-24,6.62510,104.1355,11.1950,38.834
2013-01-23,6.60670,103.7626,11.1783,38.647
2013-01-22,6.59860,103.8240,11.1629,38.610
2013-01-21,6.59660,103.7953,11.1920,38.603
2013-01-18,6.59400,104.4535,11.1765,38.581
2013-01-17,6.61550,104.6689,11.1706,38.708
2013-01-16,6.57050,103.3585,11.1850,38.499
2013-01-15,6.59720,103.6715,11.1920,38.588
2013-01-14,6.59080,104.5166,11.1667,38.606
2013-01-11,6.55600,103.8425,11.1732,38.411
2013-01-10,6.47290,102.7928,11.1476,37.966
2013-01-09,6.44310,102.5467,11.1510,37.878
2013-01-08,6.45300,103.1878,11.1275,37.963
2013-01-07,6.42500,102.9588,11.1199,37.831
2013-01-04,6.41000,102.1782,11.1303,37.783
2013-01-03,6.45270,102.8933,11.1580,37.984
2013-01-02,6.51960,104.1550,11.1549,38.470
2012-12-31,6.48810,103.8310,11.1441,38.326
2012-12-28,6.47610,103.7763,11.1425,38.310
2012-12-27,6.51690,103.6867,11.1855,38.520
2012-12-24,6.48140,103.4278,11.1662,38.398
2012-12-21,6.47570,103.9248,11.1453,38.394
2012-12-20,6.48560,103.6137,11.1800,38.452
2012-12-19,6.50800,103.9698,11.1720,38.631
2012-12-18,6.43750,103.4539,11.1566,38.274
2012-12-17,6.42540,103.5542,11.1670,38.245
2012-12-14,6.37700,102.9471,11.1413,38.002
2012-12-13,6.37500,102.5130,11.1261,38.023
2012-12-12,6.35370,102.3348,11.1203,37.870
2012-12-11,6.31950,102.0508,11.1131,37.767
2012-12-10,6.28720,101.8536,11.1175,37.603
2012-12-07,6.26860,101.7164,11.1111,37.545
2012-12-06,6.34190,102.9040,11.1371,38.002
2012-12-05,6.33330,102.8459,11.1530,37.963
2012-12-04,6.33980,103.0619,11.1560,38.070
2012-12-03,6.31960,102.8990,11.1231,37.950
2012-11-30,6.27350,102.7452,11.1119,37.760
2012-11-29,6.27770,102.1263,11.1410,37.766
2012-11-28,6.21800,102.3197,11.1250,37.582
2012-11-27,6.25040,102.9958,11.1077,37.738
2012-11-26,6.24990,102.4964,11.1360,37.720
2012-11-23,6.22380,102.4551,11.1280,37.635
2012-11-22,6.20640,102.9209,11.1220,37.578
2012-11-21,6.15440,102.5652,11.0969,37.304
2012-11-20,6.15090,102.7090,11.1075,37.293
2012-11-19,6.12580,101.7330,11.0892,37.193
2012-11-16,6.10930,101.9652,11.0985,37.201
2012-11-15,6.10760,102.4378,11.0995,37.080
2012-11-14,6.08780,102.2725,11.0852,36.955
2012-11-13,6.07190,101.8086,11.0800,36.831
2012-11-12,6.07840,101.9935,11.0975,36.933
2012-11-09,6.06140,101.5876,11.0650,36.874
2012-11-08,6.07830,101.5696,11.0715,37.090
2012-11-07,6.08140,101.3086,11.1005,37.092
2012-11-06,6.11010,101.8252,11.0821,37.430
2012-11-05,6.08950,102.3952,11.0942,37.397
2012-11-02,6.12950,101.9340,11.1175,37.531
2012-11-01,6.18060,102.8786,11.1099,37.909
2012-10-31,6.19120,102.9992,11.1284,37.930
2012-10-30,6.16670,103.3469,11.1075,37.877
2012-10-29,6.13300,102.6130,11.0979,37.752
2012-10-26,6.12940,102.4989,11.0991,37.818
2012-10-25,6.17010,103.0683,11.1130,37.965
2012-10-24,6.13940,103.2400,11.1045,37.898
2012-10-23,6.16240,103.1599,11.1425,38.098
2012-10-22,6.19020,103.3330,11.1410,38.181
2012-10-19,6.17080,103.1112,11.1475,38.120
2012-10-18,6.20650,104.1069,11.1320,38.319
2012-10-17,6.18080,103.5981,11.1610,38.286
2012-10-16,6.14600,103.4813,11.1281,38.022
2012-10-15,6.11060,102.9573,11.1375,37.876
2012-10-12,6.11020,103.7595,11.1272,37.890
2012-10-11,6.08760,103.4893,11.1295,37.789
2012-10-10,6.07230,102.4419,11.0963,37.764
2012-10-09,6.09890,102.8939,11.1064,37.911
2012-10-08,6.10160,103.2102,11.1082,37.974
2012-10-05,6.11350,103.9069,11.1707,37.987
2012-10-04,6.09020,102.8050,11.1345,37.941
2012-10-03,6.05970,102.5649,11.1270,37.825
2012-10-02,6.07390,102.6319,11.1180,37.841
2012-10-01,6.04900,102.4493,11.1068,37.735
2012-09-28,6.06550,103.5462,11.1305,37.881
2012-09-27,6.03630,102.4895,11.1069,37.816
2012-09-26,6.02270,102.2551,11.1016,37.800
2012-09-25,6.05860,103.2242,11.1165,37.934
2012-09-24,6.04920,103.1391,11.1285,37.943
2012-09-21,6.08010,102.7299,11.1267,38.066
2012-09-20,6.06410,102.5272,11.1070,38.064
2012-09-19,6.07650,103.5956,11.1420,38.181
2012-09-18,6.09750,103.1804,11.1219,38.347
2012-09-17,6.11310,103.3074,11.1555,38.345
2012-09-14,6.10360,103.4942,11.1570,38.415
2012-09-13,6.01740,103.3273,11.1058,38.250
2012-09-12,6.01080,102.4446,11.1087,38.155
2012-09-11,5.96000,101.9416,11.0906,37.880
2012-09-10,5.95520,101.8694,11.1065,37.908
2012-09-07,5.91310,101.4518,11.0783,37.726
2012-09-06,5.87820,101.1206,11.0557,37.694
2012-09-05,5.84630,100.8599,11.0745,37.578
2012-09-04,5.83510,100.7438,11.0568,37.515
2012-09-03,5.82020,100.7141,11.0715,37.507
2012-08-31,5.83700,101.4393,11.0513,37.699
2012-08-30,5.80630,100.3353,11.0675,37.528
2012-08-29,5.80960,100.4401,11.0403,37.551
2012-08-28,5.79220,100.4689,11.0433,37.571
2012-08-27,5.78380,100.7681,11.0486,37.546
2012-08-24,5.77320,100.5608,11.0333,37.471
2012-08-23,5.79400,100.8716,11.0414,37.607
2012-08-22,5.74720,100.4991,11.0241,37.293
2012-08-21,5.71910,100.7747,11.0198,37.215
2012-08-20,5.67650,99.8084,11.0265,36.899
2012-08-17,5.68550,100.5086,11.0133,37.028
2012-08-16,5.65570,100.9309,10.9952,36.827
2012-08-15,5.65250,100.8559,11.0225,36.820
2012-08-14,5.68720,101.2518,11.0076,37.013
2012-08-13,5.67410,101.1925,11.0057,36.991
2012-08-10,5.63830,100.7407,10.9923,36.739
2012-08-09,5.65290,100.9892,11.0075,36.846
2012-08-08,5.66470,101.0998,11.0345,36.997
2012-08-07,5.70630,101.4382,11.0215,37.202
2012-08-06,5.67890,101.1772,11.0132,37.039
2012-08-03,5.61560,100.6377,11.0215,36.645
2012-08-02,5.64640,101.3505,11.0066,36.979
2012-08-01,5.62450,100.8086,11.0310,36.864
2012-07-31,5.61950,100.7249,11.0065,36.729
2012-07-30,5.60100,100.2958,10.9893,36.751
2012-07-27,5.63600,100.5405,11.0123,37.033
2012-07-26,5.59790,100.7359,10.9910,36.890
2012-07-25,5.54890,99.1120,11.0015,36.577
2012-07-24,5.51680,98.8831,10.9738,36.433
2012-07-23,5.52260,98.9264,10.9755,36.404
2012-07-20,5.55530,99.3738,10.9923,36.584
2012-07-19,5.59490,99.7289,10.9964,36.807
2012-07-18,5.56950,99.4162,11.0180,36.702
2012-07-17,5.58290,99.2823,11.0067,36.790
2012-07-16,5.53570,98.6911,10.9776,36.522
2012-07-13,5.53320,99.6737,11.0090,36.522
2012-07-12,5.53060,98.6783,10.9782,36.601
2012-07-11,5.56560,99.1044,11.0195,36.686
2012-07-10,5.57000,100.1289,11.0235,36.746
2012-07-09,5.54290,99.9320,11.0088,36.846
2012-07-06,5.60550,100.0434,11.0121,37.030
2012-07-05,5.62150,99.8798,11.0314,37.096
2012-07-04,5.66710,99.7093,11.0431,37.453
2012-07-03,5.69080,99.3505,11.0563,37.548
2012-07-02,5.66690,99.3578,11.0790,37.639
2012-06-29,5.59880,99.7243,11.0482,37.526
2012-06-28,5.59730,97.9544,11.0295,37.175
2012-06-27,5.47350,98.1339,11.0605,37.349
2012-06-26,5.62920,97.7877,11.0395,37.405
2012-06-25,5.54520,98.2345,11.0307,37.421
2012-06-22,5.51520,97.8761,11.0504,37.564
2012-06-21,5.69230,99.1236,11.0724,37.864
2012-06-20,5.70980,98.8188,11.0665,37.933
2012-06-19,5.60900,98.2005,11.0835,37.704
2012-06-18,5.66670,98.1535,11.0717,37.723
2012-06-15,5.65600,97.9503,11.0491,37.668
2012-06-14,5.63540,97.8067,11.0417,37.635
2012-06-13,5.62630,97.5373,11.0388,37.522
2012-06-12,5.60890,96.4652,11.0320,37.429
2012-06-11,5.62720,96.7673,11.0589,37.502
2012-06-08,5.59060,96.1782,11.0460,37.360
2012-06-07,5.64700,96.7298,11.0687,37.612
2012-06-06,5.59830,96.0451,11.0605,37.305
2012-06-05,5.56070,95.8628,11.0205,37.269
2012-06-04,5.55930,96.4303,11.0226,37.359
2012-06-01,5.50670,95.8658,11.0270,36.943
2012-05-31,5.54290,95.0879,11.0160,36.987
2012-05-30,5.55980,94.9500,11.0227,37.014
2012-05-29,5.59340,95.2596,11.0366,37.116
2012-05-28,5.61700,95.4388,11.0440,37.231
2012-05-25,5.60400,95.2367,11.0411,37.196
2012-05-24,5.61170,94.3218,11.0675,37.161
2012-05-23,5.64400,94.4535,11.0589,37.444
2012-05-22,5.69200,95.1338,11.1015,37.686
2012-05-21,5.67570,95.2046,11.0990,37.662
2012-05-18,5.65060,94.8241,11.0945,37.616
2012-05-17,5.64030,94.5724,11.0895,37.526
2012-05-16,5.65820,94.9643,11.0985,37.719
2012-05-15,5.70000,95.7513,11.1155,37.895
2012-05-14,5.71370,95.9224,11.1195,38.024
2012-05-11,5.74520,96.2177,11.1315,38.056
2012-05-10,5.75010,96.3381,11.1345,38.022
2012-05-09,5.74200,96.5151,11.1059,38.041
2012-05-08,5.77460,96.9025,11.1445,38.185
2012-05-07,5.76840,96.9961,11.1194,38.231
2012-05-04,5.80830,97.4792,11.1595,38.399
2012-05-03,5.79250,97.4914,11.1585,38.339
2012-05-02,5.80130,97.5202,11.1595,38.368
2012-05-01,-,-,-,-
2012-04-30,5.83330,97.9085,11.1470,38.542
2012-04-27,5.83730,97.8549,11.1745,38.658
2012-04-26,5.83310,97.8105,11.1725,38.672
2012-04-25,5.81920,97.5857,11.1461,38.890
2012-04-24,5.80070,96.9316,11.1645,38.799
2012-04-23,5.78290,96.8184,11.1350,38.722
2012-04-20,5.79990,97.0842,11.1695,38.906
