Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
GHS TO USD PTAX (BR),GHUSCBR,2003/1/3,2003,Exchange Rates,Ghanaian Cedi,United States Dollar,Banco Central do Brasil,GHS to USD Ptax (BR),Active
GILBRALTAR ? TO US $ (T4),TDGIPSP,2005/3/18,2005,Exchange Rates,Gibraltarian Pound,United States Dollar,Tenfore,Gilbraltar ? to United States Dollar (T4),Active
GMD TO USD PTAX (BR),GMUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,GMD to USD Ptax (BR),Active
GNF TO USD PTAX (BR),GNUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,GNF to USD Ptax (BR),Active
GREEK DRACHMA TO US $ (GR),GDUSDSP,1990/1/2,1990,Exchange Rates,Greek Drachma,United States Dollar,Bank of Greece,Greek Drachma to United States Dollar (GR),Active
GREEK DRACHMA TO US $ 1M FWD (WMR),USGRD1F,1996/12/31,1996,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 1 Month Forward (WMR),Active
GREEK DRACHMA TO US $ 1W FWD (WMR),USGRDWF,1997/10/27,1997,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 1 Week Forward (WMR),Active
GREEK DRACHMA TO US $ 1Y FWD (WMR),USGRDYF,1996/12/31,1996,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 1 Year Forward (WMR),Active
GREEK DRACHMA TO US $ 2M FWD (WMR),USGRD2F,1996/12/31,1996,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 2 Month Forward (WMR),Active
GREEK DRACHMA TO US $ 2Y FWD (WMR),USGRD2Y,2004/3/29,2004,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 2 Year Forward (WMR),Active
GREEK DRACHMA TO US $ 3M FWD (WMR),USGRD3F,1996/12/31,1996,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 3 Month Forward (WMR),Active
GREEK DRACHMA TO US $ 5Y FWD (WMR),USGRD5Y,2004/3/29,2004,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 5 Year Forward (WMR),Active
GREEK DRACHMA TO US $ 6M FWD (WMR),USGRD6F,1996/12/31,1996,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 6 Month Forward (WMR),Active
GREEK DRACHMA TO US $ 9M FWD (WMR),USGRD9F,1997/10/27,1997,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar 9 Month Forward (WMR),Active
GREEK DRACHMA TO US $ O/N FWD (WMR),USGRDON,1997/10/27,1997,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar Overnight Forward (WMR),Active
GREEK DRACHMA TO US $ T/N FWD (WMR),USGRDTN,1997/10/27,1997,Exchange Rates,Greek Drachma,United States Dollar,WM/Reuters,Greek Drachma to United States Dollar Tomorrow Next Forward (WMR),Active
GTQ TO USD PTAX (BR),GTUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,GTQ to USD Ptax (BR),Active
GUATEMALA QUETZAL TO US $ (RFV),TDGTQSP,1989/11/6,1989,Exchange Rates,Guatemalan Quetzal,United States Dollar,Refinitiv,Guatemala Quetzal to United States Dollar (Refinitiv),Active
GUATEMALA QUETZAL TO US $ (WMR),GUATQT$,2004/1/12,2004,Exchange Rates,Guatemalan Quetzal,United States Dollar,WM/Reuters,Guatemala Quetzal to United States Dollar (WMR),Active
GUINEA FRANC TO US $ (RFV),TDGNFSP,1996/7/8,1996,Exchange Rates,Guinean Franc,United States Dollar,Refinitiv,Guinea Franc to United States Dollar (Refinitiv),Active
GUINEA FRANC TO US $ (WMR),GUINFR$,1998/12/1,1998,Exchange Rates,Guinean Franc,United States Dollar,WM/Reuters,Guinea Franc to United States Dollar (WMR),Active
GUYANA $ TO US $ (RFV),USGUYAN,1994/11/24,1994,Exchange Rates,Guyanese Dollar,United States Dollar,GTIS - FTID/TR,Guyana$ to United States Dollar (Refinitiv),Active
GYD TO USD PTAX (BR),GYUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,GYD to USD Ptax (BR),Active
HAITI GOUDE TO US $ (RFV),TDHTGSP,1994/9/22,1994,Exchange Rates,Haitian Gourde,United States Dollar,Refinitiv,Haiti Goude to United States Dollar (Refinitiv),Active
HAITIAN GOURDE TO US $ (WMR),HAITIG$,2004/1/12,2004,Exchange Rates,Haitian Gourde,United States Dollar,WM/Reuters,Haitian Gourde to United States Dollar (WMR),Active
HKD TO USD 10YEAR FORWARD,TDHKD10,2006/9/25,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,HKD to USD 10YEAR Forward,Active
HKD TO USD 3YEAR FORWARD,TDHKD3Y,2006/9/25,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,HKD to USD 3YEAR Forward,Active
HKD TO USD 4YEAR FORWARD,TDHKD4Y,2006/9/25,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,HKD to USD 4YEAR Forward,Active
HKD TO USD 5YEAR FORWARD,TDHKD5Y,2006/9/25,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,HKD to USD 5YEAR Forward,Active
HKD TO USD 7YEAR FORWARD,TDHKD7Y,2006/9/25,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,HKD to USD 7YEAR Forward,Active
HKD TO USD PTAX (BR),HKUSCBR,2003/1/3,2003,Exchange Rates,Hong Kong Dollar,United States Dollar,Banco Central do Brasil,HKD to USD Ptax (BR),Active
HKR TO USD 3MONTH FORWARD,TDHRK3F,2006/5/29,2006,Exchange Rates,-,United States Dollar,Refinitiv,HKR to USD 3MONTH Forward,Active
HNL TO USD PTAX (BR),HNUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,HNL to USD Ptax (BR),Active
HONDURAS LEMPIRA TO US $ (RFV),TDHNLSP,1994/9/7,1994,Exchange Rates,Honduran Lempira,United States Dollar,Refinitiv,Honduras Lempira to United States Dollar (Refinitiv),Active
HONDURAS LEMPIRA TO US $ (WMR),HONDLP$,2004/1/12,2004,Exchange Rates,Honduran Lempira,United States Dollar,WM/Reuters,Honduras Lempira to United States Dollar (WMR),Active
HONG KONG $ TO US $ (BBI),BBHKDSP,1983/10/11,1983,Exchange Rates,Hong Kong Dollar,United States Dollar,Barclays Bank PLC,Hong Kong Dollar to United States Dollar (BBI),Active
HONG KONG $ TO US $ /NEW,TYHKDSP,1989/10/25,1989,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar / New,Active
HONG KONG $ TO US $ 10M FWD (TP),PDHKD10,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 10 Month Forward (TP),Active
HONG KONG $ TO US $ 11M FWD (TP),PDHKD11,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 11 Month Forward (TP),Active
HONG KONG $ TO US $ 1M FWD (BBI),BBHKD1F,1983/10/11,1983,Exchange Rates,Hong Kong Dollar,United States Dollar,Barclays Bank PLC,Hong Kong Dollar to United States Dollar 1 Month Forward (BBI),Active
HONG KONG $ TO US $ 1M FWD (RFV),TDHKD1M,1990/5/25,1990,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 1 Month Forward (Refinitiv),Active
HONG KONG $ TO US $ 1M FWD (TP),PDHKD1M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 1 Month Forward (TP),Active
HONG KONG $ TO US $ 1M FWD (WMR),USHKD1F,1996/12/31,1996,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 1 Month Forward (WMR),Active
HONG KONG $ TO US $ 1M FWD /NEW,TYHKD1F,1990/5/25,1990,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 1 Month Forward / New,Active
HONG KONG $ TO US $ 1W FWD (RFV),TDHKD1W,1991/10/8,1991,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 1 Week Forward (Refinitiv),Active
HONG KONG $ TO US $ 1W FWD (TP),PDHKD1W,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 1 Week Forward (TP),Active
HONG KONG $ TO US $ 1W FWD (WMR),USHKDWF,1997/10/27,1997,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 1 Week Forward (WMR),Active
HONG KONG $ TO US $ 1W FWD /NEW,TYHKD1W,1991/10/8,1991,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 1 Week Forward / New,Active
HONG KONG $ TO US $ 1Y FWD (BBI),BBHKDYF,1983/10/11,1983,Exchange Rates,Hong Kong Dollar,United States Dollar,Barclays Bank PLC,Hong Kong Dollar to United States Dollar 1 Year Forward (BBI),Active
HONG KONG $ TO US $ 1Y FWD (RFV),TDHKD1Y,1990/5/25,1990,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 1 Year Forward (Refinitiv),Active
HONG KONG $ TO US $ 1Y FWD (TP),PDHKD1Y,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 1 Year Forward (TP),Active
HONG KONG $ TO US $ 1Y FWD (WMR),USHKDYF,1996/12/31,1996,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 1 Year Forward (WMR),Active
HONG KONG $ TO US $ 1Y FWD /NEW,TYHKD1Y,1990/5/25,1990,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 1 Year Forward / New,Active
HONG KONG $ TO US $ 2M FWD (BBI),BBHKD2F,1983/10/11,1983,Exchange Rates,Hong Kong Dollar,United States Dollar,Barclays Bank PLC,Hong Kong Dollar to United States Dollar 2 Month Forward (BBI),Active
HONG KONG $ TO US $ 2M FWD (RFV),TDHKD2M,1990/5/25,1990,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 2 Month Forward (Refinitiv),Active
HONG KONG $ TO US $ 2M FWD (TP),PDHKD2M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 2 Month Forward (TP),Active
HONG KONG $ TO US $ 2M FWD (WMR),USHKD2F,1996/12/31,1996,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 2 Month Forward (WMR),Active
HONG KONG $ TO US $ 2M FWD /NEW,TYHKD2F,1990/5/25,1990,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 2 Month Forward / New,Active
HONG KONG $ TO US $ 2W FWD (TP),PDHKD2W,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 2 Week Forward (TP),Active
HONG KONG $ TO US $ 2Y FWD (RFV),TDHKD2Y,1998/7/23,1998,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 2 Year Forward (Refinitiv),Active
HONG KONG $ TO US $ 2Y FWD (TP),PDHKD2Y,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 2 Year Forward (TP),Active
HONG KONG $ TO US $ 2Y FWD (WMR),USHKD2Y,2004/3/29,2004,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 2 Year Forward (WMR),Active
HONG KONG $ TO US $ 2Y FWD /NEW,TYHKD2Y,1998/7/23,1998,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 2 Year Forward / New,Active
HONG KONG $ TO US $ 3M FWD (BBI),BBHKD3F,1983/10/11,1983,Exchange Rates,Hong Kong Dollar,United States Dollar,Barclays Bank PLC,Hong Kong Dollar to United States Dollar 3 Month Forward (BBI),Active
HONG KONG $ TO US $ 3M FWD (RFV),TDHKD3M,1990/5/25,1990,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 3 Month Forward (Refinitiv),Active
HONG KONG $ TO US $ 3M FWD (TP),PDHKD3M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 3 Month Forward (TP),Active
HONG KONG $ TO US $ 3M FWD (WMR),USHKD3F,1996/12/31,1996,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 3 Month Forward (WMR),Active
HONG KONG $ TO US $ 3M FWD /NEW,TYHKD3F,1990/5/25,1990,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 3 Month Forward / New,Active
HONG KONG $ TO US $ 3Y FWD (TP),PDHKD3Y,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 3 Year Forward (TP),Active
HONG KONG $ TO US $ 4M FWD (TP),PDHKD4M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 4 Month Forward (TP),Active
HONG KONG $ TO US $ 5M FWD (TP),PDHKD5M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 5 Month Forward (TP),Active
HONG KONG $ TO US $ 5Y FWD,USHKD5Y,2011/7/8,2011,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 5 Year Forward,Active
HONG KONG $ TO US $ 6M FWD (BBI),BBHKD6F,1983/10/11,1983,Exchange Rates,Hong Kong Dollar,United States Dollar,Barclays Bank PLC,Hong Kong Dollar to United States Dollar 6 Month Forward (BBI),Active
HONG KONG $ TO US $ 6M FWD (RFV),TDHKD6M,1990/5/25,1990,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 6 Month Forward (Refinitiv),Active
HONG KONG $ TO US $ 6M FWD (TP),PDHKD6M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 6 Month Forward (TP),Active
HONG KONG $ TO US $ 6M FWD (WMR),USHKD6F,1996/12/31,1996,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 6 Month Forward (WMR),Active
HONG KONG $ TO US $ 6M FWD /NEW,TYHKD6F,1990/5/25,1990,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 6 Month Forward / New,Active
HONG KONG $ TO US $ 7M FWD (TP),PDHKD7M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 7 Month Forward (TP),Active
HONG KONG $ TO US $ 8M FWD (TP),PDHKD8M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 8 Month Forward (TP),Active
HONG KONG $ TO US $ 9M FWD (RFV),TDHKD9M,1994/12/2,1994,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar 9 Month Forward (Refinitiv),Active
HONG KONG $ TO US $ 9M FWD (TP),PDHKD9M,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar 9 Month Forward (TP),Active
HONG KONG $ TO US $ 9M FWD (WMR),USHKD9F,1997/10/27,1997,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar 9 Month Forward (WMR),Active
HONG KONG $ TO US $ 9M FWD /NEW,TYHKD9F,1994/12/2,1994,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar 9 Month Forward / New,Active
HONG KONG $ TO US $ NOON NY,U$K$FR2,1981/1/2,1981,Exchange Rates,Hong Kong Dollar,United States Dollar,"Federal Reserve, United States",Hong Kong Dollar to United States Dollar Noon NY,Active
HONG KONG $ TO US $ O/N FWD (RFV),TDHKDON,1991/10/8,1991,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar Overnight Forward (Refinitiv),Active
HONG KONG $ TO US $ O/N FWD (WMR),USHKDON,1997/10/27,1997,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar Overnight Forward (WMR),Active
HONG KONG $ TO US $ O/N FWD /NEW,TYHKDON,1991/10/8,1991,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar Overnight Forward / New,Active
HONG KONG $ TO US $ S/N FWD (RFV),TDHKDSN,2007/6/4,2007,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar Spot Next Forward (Refinitiv),Active
HONG KONG $ TO US $ S/N FWD (TP),PDHKDSN,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar Spot Next Forward (TP),Active
HONG KONG $ TO US $ S/N FWD /NEW,TYHKDSN,2007/6/4,2007,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar Spot Next Forward / New,Active
HONG KONG $ TO US $ SPOT (TP),PDHKDSP,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar Spot (TP),Active
HONG KONG $ TO US $ T/N FWD (RFV),TDHKDTN,1991/10/8,1991,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar to United States Dollar Tomorrow Next Forward (Refinitiv),Active
HONG KONG $ TO US $ T/N FWD (TP),PDHKDTN,2006/6/7,2006,Exchange Rates,Hong Kong Dollar,United States Dollar,Tullett Prebon,Hong Kong Dollar to United States Dollar Tomorrow Next Forward (TP),Active
HONG KONG $ TO US $ T/N FWD (WMR),USHKDTN,1997/10/27,1997,Exchange Rates,Hong Kong Dollar,United States Dollar,WM/Reuters,Hong Kong Dollar to United States Dollar Tomorrow Next Forward (WMR),Active
HONG KONG $ TO US $ T/N FWD /NEW,TYHKDTN,1991/10/8,1991,Exchange Rates,-,United States Dollar,-,Hong Kong Dollar to United States Dollar Tomorrow Next Forward / New,Active
HONG KONG DOLLAR 1M FX VOLATILITY,FVHKD1M,1999/10/7,1999,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar 1 Month FX Volatility,Active
HONG KONG DOLLAR 1Y FX VOLATILITY,FVHKD1Y,1999/10/7,1999,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar 1 Year FX Volatility,Active
HONG KONG DOLLAR 2M FX VOLATILITY,FVHKD2M,1999/10/7,1999,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar 2 Month FX Volatility,Active
HONG KONG DOLLAR 3M FX VOLATILITY,FVHKD3M,1999/10/7,1999,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar 3 Month FX Volatility,Active
HONG KONG DOLLAR 6M FX VOLATILITY,FVHKD6M,1999/10/7,1999,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar 6 Month FX Volatility,Active
HONG KONG DOLLAR 9M FX VOLATILITY,FVHKD9M,2002/10/16,2002,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar 9 Month FX Volatility,Active
HONG KONG DOLLAR SPOT WEEK FX VOL,FVHKDSW,2002/10/16,2002,Exchange Rates,Hong Kong Dollar,United States Dollar,Refinitiv,Hong Kong Dollar Spot Week FX Volatility,Active
HONG KONG DOLLAR TO US $ (BOE),BOECHKD,2007/3/5,2007,Exchange Rates,Hong Kong Dollar,United States Dollar,Bank of England,Hong Kong Dollar to United States Dollar (BOE),Active
HTG TO USD PTAX (BR),HTUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,HTG to USD Ptax (BR),Active
HUF TO USD (BOE),HNUSBOE,2003/10/1,2003,Exchange Rates,Hungarian Forint,United States Dollar,Bank of England,HUF to USD (BOE),Active
HUF TO USD 12MONTH FORWARD,TDHUF1Y,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 12MONTH Forward,Active
HUF TO USD 1MONTH FORWARD,TDHUF1M,2006/3/30,2006,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 1MONTH Forward,Active
HUF TO USD 1WEEK FORWARD,TDHUF1W,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 1WEEK Forward,Active
HUF TO USD 2MONTH FORWARD,TDHUF2M,2006/3/30,2006,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 2MONTH Forward,Active
HUF TO USD 2WEEK FORWARD,TDHUF2W,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 2WEEK Forward,Active
HUF TO USD 3MONTH FORWARD,TDHUF3M,2006/3/30,2006,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 3MONTH Forward,Active
HUF TO USD 6MONTH FORWARD,TDHUF6M,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 6MONTH Forward,Active
HUF TO USD 9MONTH FORWARD,TDHUF9M,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD 9MONTH Forward,Active
HUF TO USD O/N FORWARD,TDHUFON,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD Overnight Forward,Active
HUF TO USD PTAX (BR),HUUSCBR,2003/1/3,2003,Exchange Rates,Hungarian Forint,United States Dollar,Banco Central do Brasil,HUF to USD Ptax (BR),Active
HUF TO USD TOM/NEXT FORWARD,TDHUFTN,2007/3/6,2007,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,HUF to USD Tom / Next Forward,Active
HUNGARIAN FORINT TO US $ (NBH),HNUSDNB,1991/12/10,1991,Exchange Rates,Hungarian Forint,United States Dollar,National Bank of Hungary,Hungarian Forint to United States Dollar (NBH),Active
HUNGARIAN FORINT TO US $ (RFV),TDHUFSP,1993/6/15,1993,Exchange Rates,Hungarian Forint,United States Dollar,Refinitiv,Hungarian Forint to United States Dollar (Refinitiv),Active
HUNGARIAN FORINT TO US $ 1M FWD (TP),PDHUF1M,2006/6/7,2006,Exchange Rates,Hungarian Forint,United States Dollar,Tullett Prebon,Hungarian Forint to United States Dollar 1 Month Forward (TP),Active
