Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
USD TO NZD 09:00 HOURLY,NZD09HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 09:00 Hourly,Active
USD TO NZD 10:00 HOURLY,NZD10HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 10:00 Hourly,Active
USD TO NZD 11:00 HOURLY,NZD11HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 11:00 Hourly,Active
USD TO NZD 12:00 HOURLY,NZD12HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 12:00 Hourly,Active
USD TO NZD 13:00 HOURLY,NZD13HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 13:00 Hourly,Active
USD TO NZD 14:00 HOURLY,NZD14HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 14:00 Hourly,Active
USD TO NZD 15:00 HOURLY,NZD15HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 15:00 Hourly,Active
USD TO NZD 16:00 HOURLY,NZD16HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 16:00 Hourly,Active
USD TO NZD 17:00 HOURLY,NZD17HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 17:00 Hourly,Active
USD TO NZD 19:00 HOURLY,NZD19HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 19:00 Hourly,Active
USD TO NZD 20:00 HOURLY,NZD20HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 20:00 Hourly,Active
USD TO NZD 21:00 HOURLY,NZD21HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 21:00 Hourly,Active
USD TO NZD 22:00 HOURLY,NZD22HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 22:00 Hourly,Active
USD TO NZD 23:00 HOURLY,NZD23HR,2010/3/30,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 23:00 Hourly,Active
USD TO EUR 10Y FWD PTS,EURXYFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 10 Year Forward PTS,Active
USD TO EUR 1Y FWD PTS,EUR1YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 1 Year Forward PTS,Active
USD TO EUR 2Y FWD PTS,EUR2YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 2 Year Forward PTS,Active
USD TO EUR 3M FWD PTS,EUR3MFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 3 Month Forward PTS,Active
USD TO EUR 3Y FWD PTS,EUR3YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 3 Year Forward PTS,Active
USD TO EUR 4Y FWD PTS,EUR4YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 4 Year Forward PTS,Active
USD TO EUR 5Y FWD PTS,EUR5YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 5 Year Forward PTS,Active
USD TO EUR 6M FWD PTS,EUR6MFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 6 Month Forward PTS,Active
USD TO EUR 6Y FWD PTS,EUR6YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 6 Year Forward PTS,Active
USD TO EUR 7Y FWD PTS,EUR7YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 7 Year Forward PTS,Active
USD TO EUR 8Y FWD PTS,EUR8YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 8 Year Forward PTS,Active
USD TO EUR 9M FWD PTS,EUR9MFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 9 Month Forward PTS,Active
USD TO EUR 9Y FWD PTS,EUR9YFP,2010/5/17,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 9 Year Forward PTS,Active
USD TO GBP 10Y FWD PTS,GBPXYFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 10 Year Forward PTS,Active
USD TO GBP 1Y FWD PTS,GBP1YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 1 Year Forward PTS,Active
USD TO GBP 2Y FWD PTS,GBP2YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 2 Year Forward PTS,Active
USD TO GBP 3M FWD PTS,GBP3MFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 3 Month Forward PTS,Active
USD TO GBP 3Y FWD PTS,GBP3YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 3 Year Forward PTS,Active
USD TO GBP 4Y FWD PTS,GBP4YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 4 Year Forward PTS,Active
USD TO GBP 5Y FWD PTS,GBP5YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 5 Year Forward PTS,Active
USD TO GBP 6M FWD PTS,GBP6MFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 6 Month Forward PTS,Active
USD TO GBP 6Y FWD PTS,GBP6YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 6 Year Forward PTS,Active
USD TO GBP 7Y FWD PTS,GBP7YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 7 Year Forward PTS,Active
USD TO GBP 8Y FWD PTS,GBP8YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 8 Year Forward PTS,Active
USD TO GBP 9M FWD PTS,GBP9MFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 9 Month Forward PTS,Active
USD TO GBP 9Y FWD PTS,GBP9YFP,2010/5/17,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 9 Year Forward PTS,Active
EURO 1M 10D REVERSAL,R1EUR1M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 1 Month 10D Reversal,Active
EURO 1M 25D REVERSAL,RREUR1M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 1 Month 25D Reversal,Active
EURO 1Y 10D REVERSAL,R1EUR1Y,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 1 Year 10D Reversal,Active
EURO 1Y 25D REVERSAL,RREUR1Y,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 1 Year 25D Reversal,Active
EURO 2M 10D REVERSAL,R1EUR2M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 2 Month 10D Reversal,Active
EURO 2M 25D REVERSAL,RREUR2M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 2 Month 25D Reversal,Active
EURO 3M 10D REVERSAL,R1EUR3M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 3 Month 10D Reversal,Active
EURO 6M 10D REVERSAL,R1EUR6M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 6 Month 10D Reversal,Active
EURO 6M 25D REVERSAL,RREUR6M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 6 Month 25D Reversal,Active
EURO 9M 10D REVERSAL,R1EUR9M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 9 Month 10D Reversal,Active
EURO 9M 25D REVERSAL,RREUR9M,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro 9 Month 25D Reversal,Active
EURO SW 10D REVERSAL,R1EURSW,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro SW 10D Reversal,Active
EURO SW 25D REVERSAL,RREURSW,2010/6/21,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro SW 25D Reversal,Active
UK POUND SW 10D REVERSAL,R1GBPSW,2010/6/21,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound SW 10D Reversal,Active
UK POUND SW 25D REVERSAL,RRGBPSW,2010/6/21,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound SW 25D Reversal,Active
USD/BRL DECEMBER 2011 FOREC 'DEAD',BRUS2FO,2010/7/1,2010,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL December 2011 Forec 'Dead',Dead
US $ TO EURO 21M FWD (RFV),TDEU21M,2010/9/20,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 21M Forward (Refinitiv),Active
US $ TO GBP 21M FWD (RFV),TDGB21M,2010/9/20,2010,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 21M Forward (Refinitiv),Active
USD TO EUR 16:00 HOURLY,EUR16HR,2010/11/9,2010,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 16:00 Hourly,Active
USD TO NZD 18:00 HOURLY,NZD18HR,2010/11/9,2010,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 18:00 Hourly,Active
USD/BRL 2015 FORECAST 'DEAD',BRUSF15,2011/1/3,2011,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2015 Forecast 'Dead',Dead
US $ TO GBP 20Y FWD (RFV),TDGB20Y,2011/6/6,2011,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 20Y Forward (Refinitiv),Active
US DOLLAR TO NEW ZEALAND $,NZDUSDS,2011/6/8,2011,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,US Dollar to New Zealand Dollar,Active
US $ TO GBP 15Y FWD (RFV),TDGB15Y,2011/6/23,2011,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 15Y Forward (Refinitiv),Active
US $ TO GBP 15M FWD (RFV),TDGB15M,2011/6/30,2011,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 15 Month Forward (Refinitiv),Active
USD/BRL DECEMBER 2012 FOREC 'DEAD',BRUS3FO,2011/7/1,2011,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL December 2012 Forec 'Dead',Dead
USD TO BITCOIN (BITSTAMP),BTCTOU$,2011/8/18,2011,Exchange Rates,United States Dollar,Bitcoin,Refinitiv,USD to Bitcoin (Bitstamp),Active
USD/BRL 2016 FORECAST,BRUSF16,2011/12/30,2011,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2016 Forecast,Active
USD/BRL DECEMBER 2013 FOREC 'DEAD',BRUS4FO,2012/6/29,2012,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL December 2013 Forec 'Dead',Dead
USD/BRL 2017 FORECAST,BRUSF17,2012/12/28,2012,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2017 Forecast,Active
USD/BRL DECEMBER 2014 FOREC 'DEAD',BRUS5FO,2013/6/28,2013,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL December 2014 Forec 'Dead',Dead
USD/BRL 2018 FORECAST,BRUSF18,2014/1/6,2014,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL 2018 Forecast,Active
USD/BRL DECEMBER 2015 FOREC 'DEAD',BRUS6FO,2014/6/30,2014,Exchange Rates,United States Dollar,United States Dollar,Banco Central do Brasil,USD / BRL December 2015 Forec 'Dead',Dead
US $ TO EURO 30M FWD (RFV),TDEU30M,2014/9/29,2014,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 30M Forward (Refinitiv),Active
US $ TO GBP 30M FWD (RFV),TDGB30M,2014/9/29,2014,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 30M Forward (Refinitiv),Active
US $ TO EURO (LARGE) FX CROSS RATE,TREUUSL,2015/11/30,2015,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro (Large) FX Cross Rate,Active
US $ TO GBP 12Y FWD (RFV),TDGB12Y,2016/2/3,2016,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 12Y Forward (Refinitiv),Active
USD TO CAD (BOFC),BCCAUSD,2017/1/3,2017,Exchange Rates,United States Dollar,Canadian Dollar,Bank of Canada,USD to Canadian Dollar (Bofc),Active
US $ TO RIPPLE (BITSTAMP),XRUSDSP,2017/6/16,2017,Exchange Rates,United States Dollar,Ripple,Refinitiv,United States Dollar to Ripple (Bitstamp),Active
US $ TO LITECOIN (BITSTAMP),LTUSDSP,2017/8/16,2017,Exchange Rates,United States Dollar,Litecoin,Refinitiv,United States Dollar to Litecoin (Bitstamp),Active
US $ TO ETHEREUM (BITSTAMP),ETUSDSP,2017/9/4,2017,Exchange Rates,United States Dollar,Ether,Refinitiv,United States Dollar to Ethereum (Bitstamp),Active
US $ TO BITCOIN CASH (BITSTAMP),BCUSDSP,2018/2/12,2018,Exchange Rates,United States Dollar,Bitcoin Cash,Refinitiv,United States Dollar to Bitcoin Cash (Bitstamp),Active
